,,,년월,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,2025-01,2025-01,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-05,2025-05,2026-01,2026-01,2026-01,2026-01,2026-01,2026-01,2026-02,2026-02,2026-02,2026-02,2026-02,2026-02,2026-03,2026-03,2026-03,2026-03,2026-03,2026-03,2026-04,2026-04,2026-04,2026-04,2026-04,2026-04,2026-05,2026-05,2026-05,2026-05,2026-05,2026-05
,,,,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익
,,,구조,2026-01-01,[-] 2025-01-01,"1~2기간
R001/8235,중앙로역점,I111,에스엠디지털락커,"5,917,000","5,812,000",1.8,"1,613,728","1,585,090",1.8,,"1,097,000",-100.0,,"299,182",-100.0,,"1,421,000",-100.0,,"387,545",-100.0,,"1,531,000",-100.0,,"417,545",-100.0,,"1,123,000",-100.0,,"306,273",-100.0,,"640,000",-100.0,,"174,545",-100.0,"1,373,000",,0.0,"374,455",,0.0,"1,189,000",,0.0,"324,273",,0.0,"1,416,000",,0.0,"386,182",,0.0,"1,114,000",,0.0,"303,818",,0.0,"825,000",,0.0,"225,000",,0.0
R001/8235,중앙로역점,I319,무유무유,,"2,247,660",-100.0,,"326,931",-100.0,,"2,247,660",-100.0,,"326,931",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8235,중앙로역점,I820,솜사탕자판기,"935,000","2,690,000",-65.2,"229,500","660,273",-65.2,,"650,000",-100.0,,"159,545",-100.0,,"525,000",-100.0,,"128,864",-100.0,,"515,000",-100.0,,"126,409",-100.0,,"725,000",-100.0,,"177,955",-100.0,,"275,000",-100.0,,"67,500",-100.0,"405,000",,0.0,"99,409",,0.0,"335,000",,0.0,"82,227",,0.0,"110,000",,0.0,"27,000",,0.0,"85,000",,0.0,"20,864",,0.0,,,,,,
R001/8235,중앙로역점,#,지정되지 않음,"86,227,491","87,999,692",-2.0,"76,625,887","78,600,974",-2.5,,"17,524,733",-100.0,,"15,614,445",-100.0,,"17,538,672",-100.0,,"15,611,973",-100.0,,"17,558,081",-100.0,,"15,622,231",-100.0,,"17,446,935",-100.0,,"15,628,081",-100.0,,"17,931,271",-100.0,,"16,124,244",-100.0,"17,508,298",,0.0,"15,516,084",,0.0,"17,615,695",,0.0,"15,541,700",,0.0,"17,225,107",,0.0,"15,303,137",,0.0,"17,308,945",,0.0,"15,460,746",,0.0,"16,569,446",,0.0,"14,804,220",,0.0
R001/8237,수원터미널점,결과,,"2,219,396,689","2,030,406,213",9.3,"233,427,468","215,045,377",8.5,,"416,878,906",-100.0,,"43,726,644",-100.0,,"363,317,726",-100.0,,"37,446,436",-100.0,,"430,047,257",-100.0,,"44,154,656",-100.0,,"393,011,652",-100.0,,"44,535,515",-100.0,,"427,150,672",-100.0,,"45,182,126",-100.0,"431,834,168",,0.0,"46,931,901",,0.0,"399,876,304",,0.0,"42,698,236",,0.0,"447,455,287",,0.0,"44,442,216",,0.0,"393,493,279",,0.0,"44,317,474",,0.0,"546,737,651",,0.0,"55,037,641",,0.0
R001/8237,수원터미널점,A488,챔피온(CHAMPION),"102,503,700","116,417,400",-12.0,"9,318,514","10,583,403",-12.0,,"25,209,800",-100.0,,"2,291,803",-100.0,,"25,663,600",-100.0,,"2,333,055",-100.0,,"22,472,000",-100.0,,"2,042,909",-100.0,,"18,660,600",-100.0,,"1,696,420",-100.0,,"24,411,400",-100.0,,"2,219,216",-100.0,"22,974,500",,0.0,"2,088,592",,0.0,"20,973,100",,0.0,"1,906,645",,0.0,"20,267,300",,0.0,"1,842,481",,0.0,"13,971,200",,0.0,"1,270,105",,0.0,"24,317,600",,0.0,"2,210,691",,0.0
R001/8237,수원터미널점,B845,모던하우스공통(MODERN HOUSE,"1,439,466,145","1,307,137,130",10.1,"135,228,752","122,914,024",10.0,,"253,231,550",-100.0,,"23,837,914",-100.0,,"217,798,220",-100.0,,"20,447,471",-100.0,,"273,279,570",-100.0,,"25,681,787",-100.0,,"260,355,120",-100.0,,"24,525,085",-100.0,,"302,472,670",-100.0,,"28,421,767",-100.0,"254,538,955",,0.0,"23,968,543",,0.0,"253,485,210",,0.0,"23,864,314",,0.0,"291,340,100",,0.0,"27,360,923",,0.0,"264,316,770",,0.0,"24,793,237",,0.0,"375,785,110",,0.0,"35,241,735",,0.0
R001/8237,수원터미널점,D284,펀앤조이,"8,425,800","6,579,700",28.1,"1,531,963","1,352,151",13.3,,"742,000",-100.0,,"168,637",-100.0,,,,,,,,"1,218,000",-100.0,,"276,818",-100.0,,"1,686,000",-100.0,,"348,091",-100.0,,"2,933,700",-100.0,,"558,605",-100.0,"2,172,100",,0.0,"394,927",,0.0,"2,206,700",,0.0,"401,218",,0.0,"2,442,000",,0.0,"444,000",,0.0,"1,605,000",,0.0,"291,818",,0.0,,,,,,
R001/8237,수원터미널점,E331,배터리몬,,"146,000",-100.0,,"26,545",-100.0,,,,,,,,"102,000",-100.0,,"18,545",-100.0,,,,,,,,"44,000",-100.0,,"8,000",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8237,수원터미널점,H499,락앤락,"19,778,500","21,217,900",-6.8,"2,697,067","2,893,347",-6.8,,"21,217,900",-100.0,,"2,893,347",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,"19,778,500",,0.0,"2,697,067",,0.0,,,,,,,,,,,,,,,,,,,,,,,,
R001/8237,수원터미널점,H545,수엔지,"30,224,600","18,459,200",63.7,"6,869,228","4,195,273",63.7,,,,,,,,,,,,,,,,,,,,"18,459,200",-100.0,,"4,195,273",-100.0,,,,,,,"8,509,900",,0.0,"1,934,069",,0.0,"5,309,200",,0.0,"1,206,636",,0.0,,,,,,,"16,405,500",,0.0,"3,728,523",,0.0,,,,,,
R001/8237,수원터미널점,H585,하우스웨어,,"7,551,616",-100.0,,"823,814",-100.0,,,,,,,,,,,,,,"7,551,616",-100.0,,"823,814",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8237,수원터미널점,I050,포트메리온,"10,990,200",,0.0,"1,298,844",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,990,200",,0.0,"1,298,844",,0.0
R001/8237,수원터미널점,I214,하늘아이,"18,702,000","12,646,000",47.9,"5,100,546","3,448,909",47.9,,,,,,,,,,,,,,"3,139,000",-100.0,,"856,091",-100.0,,"4,567,000",-100.0,,"1,245,545",-100.0,,"4,940,000",-100.0,,"1,347,273",-100.0,"3,983,000",,0.0,"1,086,273",,0.0,"3,545,000",,0.0,"966,818",,0.0,,,,,,,"8,060,000",,0.0,"2,198,182",,0.0,"3,114,000",,0.0,"849,273",,0.0
R001/8237,수원터미널점,I434,데이롱카페,"16,657,300","412,400","3,939.1","1,817,159","44,989","3,939.1",,,,,,,,,,,,,,,,,,,,,,,,,,"412,400",-100.0,,"44,989",-100.0,"3,487,000",,0.0,"380,400",,0.0,"3,739,900",,0.0,"407,989",,0.0,"3,332,700",,0.0,"363,567",,0.0,"3,476,900",,0.0,"379,298",,0.0,"2,620,800",,0.0,"285,905",,0.0
R001/8237,수원터미널점,I454,에프아이티,"4,988,162","527,231",846.1,"1,360,407","143,790",846.1,,,,,,,,,,,,,,,,,,,,"527,231",-100.0,,"143,790",-100.0,,,,,,,"1,047,473",,0.0,"285,675",,0.0,"1,073,474",,0.0,"292,765",,0.0,"1,049,248",,0.0,"286,158",,0.0,"1,006,216",,0.0,"274,423",,0.0,"811,751",,0.0,"221,386",,0.0
R001/8237,수원터미널점,I873,리턴마켓,"32,349,977",,0.0,"2,940,908",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,349,977",,0.0,"2,940,908",,0.0
R001/8237,수원터미널점,T691,영풍문고,"497,857,120","498,766,580",-0.2,"31,681,807","31,739,685",-0.2,,"108,060,850",-100.0,,"6,876,595",-100.0,,"111,437,660",-100.0,,"7,091,484",-100.0,,"114,483,040",-100.0,,"7,285,283",-100.0,,"80,764,050",-100.0,,"5,139,533",-100.0,,"84,020,980",-100.0,,"5,346,790",-100.0,"107,291,390",,0.0,"6,827,634",,0.0,"101,578,920",,0.0,"6,464,111",,0.0,"121,862,780",,0.0,"7,754,904",,0.0,"77,422,480",,0.0,"4,926,883",,0.0,"89,701,550",,0.0,"5,708,275",,0.0
R001/8237,수원터미널점,#,지정되지 않음,"37,453,185","40,545,056",-7.6,"33,582,273","36,879,447",-8.9,,"8,416,806",-100.0,,"7,658,348",-100.0,,"8,316,246",-100.0,,"7,555,881",-100.0,,"7,904,031",-100.0,,"7,187,954",-100.0,,"7,948,451",-100.0,,"7,233,778",-100.0,,"7,959,522",-100.0,,"7,243,486",-100.0,"8,051,350",,0.0,"7,268,721",,0.0,"7,964,800",,0.0,"7,187,740",,0.0,"7,161,159",,0.0,"6,390,183",,0.0,"7,229,213",,0.0,"6,455,005",,0.0,"7,046,663",,0.0,"6,280,624",,0.0
R001/8239,경산점,결과,,"1,137,296,436","1,077,170,028",5.6,"122,653,343","115,992,060",5.7,,"225,150,252",-100.0,,"23,586,749",-100.0,,"204,421,096",-100.0,,"22,425,130",-100.0,,"239,971,756",-100.0,,"24,897,031",-100.0,,"185,898,825",-100.0,,"21,861,050",-100.0,,"221,728,099",-100.0,,"23,222,100",-100.0,"219,011,218",,0.0,"24,417,526",,0.0,"220,341,580",,0.0,"23,873,242",,0.0,"231,815,297",,0.0,"23,744,811",,0.0,"184,165,890",,0.0,"21,196,675",,0.0,"281,962,451",,0.0,"29,421,089",,0.0
R001/8239,경산점,B845,모던하우스공통(MODERN HOUSE,"1,002,060,130","941,791,080",6.4,"93,829,268","88,185,909",6.4,,"192,020,870",-100.0,,"17,980,138",-100.0,,"171,960,350",-100.0,,"16,101,746",-100.0,,"213,758,620",-100.0,,"20,015,587",-100.0,,"164,923,580",-100.0,,"15,442,843",-100.0,,"199,127,660",-100.0,,"18,645,595",-100.0,"186,093,580",,0.0,"17,425,130",,0.0,"195,354,640",,0.0,"18,292,295",,0.0,"207,907,800",,0.0,"19,467,730",,0.0,"168,839,510",,0.0,"15,809,517",,0.0,"243,864,600",,0.0,"22,834,596",,0.0
R001/8239,경산점,H625,알리페즈,"12,868,500",,0.0,"1,754,795",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,868,500",,0.0,"1,754,795",,0.0
R001/8239,경산점,H915,다원레져,"9,337,000","13,879,000",-32.7,"1,697,636","2,523,455",-32.7,,"2,904,000",-100.0,,"528,000",-100.0,,"3,637,000",-100.0,,"661,273",-100.0,,"2,264,000",-100.0,,"411,636",-100.0,,"2,543,000",-100.0,,"462,364",-100.0,,"2,531,000",-100.0,,"460,182",-100.0,"1,830,000",,0.0,"332,727",,0.0,"1,900,000",,0.0,"345,455",,0.0,"1,893,000",,0.0,"344,182",,0.0,"1,675,000",,0.0,"304,545",,0.0,"2,039,000",,0.0,"370,727",,0.0
R001/8239,경산점,I425,아이디어마켓,"1,289,000","142,000",807.7,"351,547","38,727",807.8,,,,,,,,,,,,,,,,,,,,"142,000",-100.0,,"38,727",-100.0,,,,,,,"306,000",,0.0,"83,455",,0.0,"243,000",,0.0,"66,273",,0.0,"241,000",,0.0,"65,728",,0.0,"239,000",,0.0,"65,182",,0.0,"260,000",,0.0,"70,909",,0.0
R001/8239,경산점,I720,토이월드,"4,222,000",,0.0,"575,726",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,547,000",,0.0,"483,681",,0.0,,,,,,,"675,000",,0.0,"92,045",,0.0
R001/8239,경산점,I817,다솜쥬토피아생태체험관,"92,861,008","109,746,300",-15.4,"12,662,863","14,965,400",-15.4,,"27,580,800",-100.0,,"3,761,017",-100.0,,"27,838,500",-100.0,,"3,796,158",-100.0,,"22,318,000",-100.0,,"3,043,364",-100.0,,"13,791,000",-100.0,,"1,880,590",-100.0,,"18,218,000",-100.0,,"2,484,271",-100.0,"27,628,008",,0.0,"3,767,454",,0.0,"20,134,000",,0.0,"2,745,545",,0.0,"16,963,000",,0.0,"2,313,135",,0.0,"9,220,000",,0.0,"1,257,275",,0.0,"18,916,000",,0.0,"2,579,454",,0.0
R001/8239,경산점,I820,솜사탕자판기,"1,205,100",,0.0,"295,797",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,205,100",,0.0,"295,797",,0.0
R001/8239,경산점,I925,휴대폰케이스,"636,000",,0.0,"115,636",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"636,000",,0.0,"115,636",,0.0
R001/8239,경산점,#,지정되지 않음,"12,817,698","11,611,648",10.4,"11,370,075","10,278,569",10.6,,"2,644,582",-100.0,,"1,317,594",-100.0,,"985,246",-100.0,,"1,865,953",-100.0,,"1,631,136",-100.0,,"1,426,444",-100.0,,"4,499,245",-100.0,,"4,036,526",-100.0,,"1,851,439",-100.0,,"1,632,052",-100.0,"3,153,630",,0.0,"2,808,760",,0.0,"2,709,940",,0.0,"2,423,674",,0.0,"1,263,497",,0.0,"1,070,355",,0.0,"4,192,380",,0.0,"3,760,156",,0.0,"1,498,251",,0.0,"1,307,130",,0.0
R001/8241,청주점,결과,,"3,300,998,781","1,785,981,716",84.8,"296,289,738","273,682,046",8.3,,"415,199,918",-100.0,,"60,045,484",-100.0,,"353,803,173",-100.0,,"54,534,662",-100.0,,"330,877,231",-100.0,,"52,163,175",-100.0,,"284,333,452",-100.0,,"47,375,284",-100.0,,"401,767,942",-100.0,,"59,563,441",-100.0,"421,288,672",,0.0,"56,130,962",,0.0,"482,806,404",,0.0,"62,683,315",,0.0,"485,797,182",,0.0,"62,426,992",,0.0,"822,039,022",,0.0,"51,306,322",,0.0,"1,089,067,501",,0.0,"63,742,147",,0.0
R001/8241,청주점,H545,수엔지,,"8,566,200",-100.0,,"1,791,116",-100.0,,,,,,,,,,,,,,,,,,,,"857,300",-100.0,,"179,254",-100.0,,"7,708,900",-100.0,,"1,611,862",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8241,청주점,H809,충전돼지,"729,924","557,564",30.9,"265,428","202,751",30.9,,,,,,,,"208,409",-100.0,,"75,785",-100.0,,"140,212",-100.0,,"50,986",-100.0,,"97,599",-100.0,,"35,491",-100.0,,"111,344",-100.0,,"40,489",-100.0,"152,480",,0.0,"55,447",,0.0,"158,082",,0.0,"57,485",,0.0,,,,,,,"386,790",,0.0,"140,651",,0.0,"32,572",,0.0,"11,845",,0.0
R001/8241,청주점,I075,아트박스,"427,243,240","524,720,300",-18.6,"62,144,475","76,322,940",-18.6,,"112,133,890",-100.0,,"16,310,386",-100.0,,"121,861,450",-100.0,,"17,725,289",-100.0,,"111,438,070",-100.0,,"16,209,172",-100.0,,"77,244,110",-100.0,,"11,235,507",-100.0,,"102,042,780",-100.0,,"14,842,586",-100.0,"82,954,970",,0.0,"12,066,180",,0.0,"90,351,880",,0.0,"13,142,091",,0.0,"85,015,600",,0.0,"12,365,904",,0.0,"65,611,150",,0.0,"9,543,443",,0.0,"103,309,640",,0.0,"15,026,857",,0.0
R001/8241,청주점,I251,다이소,"1,039,080,060",,0.0,1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"453,001,960",,0.0,1,,0.0,"586,078,100",,0.0,0,,0.0
R001/8241,청주점,I310,PN풍년,"24,728,219",,0.0,"3,821,635",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,065,319",,0.0,"1,246,459",,0.0,"16,662,900",,0.0,"2,575,176",,0.0,,,,,,,,,,,,,,,,,,
R001/8241,청주점,I349,동원 천지인,,"59,000",-100.0,,"10,727",-100.0,,"59,000",-100.0,,"10,727",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8241,청주점,I418,하우스웨어,,"23,839,540",-100.0,,"2,600,680",-100.0,,,,,,,,,,,,,,,,,,,,"15,835,720",-100.0,,"1,727,535",-100.0,,"8,003,820",-100.0,,"873,145",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8241,청주점,I718,루루박스,"143,465,336",,0.0,"13,042,308",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,931,020",,0.0,"3,266,460",,0.0,"25,301,570",,0.0,"2,300,143",,0.0,"24,266,330",,0.0,"2,206,027",,0.0,"29,153,480",,0.0,"2,650,319",,0.0,"28,812,936",,0.0,"2,619,359",,0.0
R001/8241,청주점,I763,인까사,"75,282,100","49,366,000",52.5,"8,212,595","5,385,382",52.5,,"9,808,000",-100.0,,"1,069,964",-100.0,,"7,344,000",-100.0,,"801,162",-100.0,,"11,659,000",-100.0,,"1,271,892",-100.0,,"5,849,000",-100.0,,"638,073",-100.0,,"14,706,000",-100.0,,"1,604,291",-100.0,"11,705,000",,0.0,"1,276,910",,0.0,"18,381,100",,0.0,"2,005,211",,0.0,"9,750,000",,0.0,"1,063,636",,0.0,"11,896,000",,0.0,"1,297,746",,0.0,"23,550,000",,0.0,"2,569,092",,0.0
R001/8241,청주점,I815,바디프랜드,"2,378,500",,0.0,"648,682",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"874,200",,0.0,"238,418",,0.0,"385,000",,0.0,"105,000",,0.0,"562,100",,0.0,"153,300",,0.0,"557,200",,0.0,"151,964",,0.0
R001/8241,청주점,I816,예스24,"329,598,600","348,889,298",-5.5,"11,985,404","12,686,895",-5.5,,"75,960,500",-100.0,,"2,762,199",-100.0,,"78,377,099",-100.0,,"2,850,077",-100.0,,"75,139,666",-100.0,,"2,732,351",-100.0,,"52,084,863",-100.0,,"1,894,003",-100.0,,"67,327,170",-100.0,,"2,448,265",-100.0,"72,712,000",,0.0,"2,644,074",,0.0,"72,965,500",,0.0,"2,653,291",,0.0,"69,139,900",,0.0,"2,514,181",,0.0,"50,586,800",,0.0,"1,839,517",,0.0,"64,194,400",,0.0,"2,334,341",,0.0
R001/8241,청주점,I876,작은북유럽,"7,447,000",,0.0,"1,354,001",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,447,000",,0.0,"1,354,001",,0.0,,,,,,,,,,,,
R001/8241,청주점,I889,스포츠아카데미,"56,316,500","35,636,500",58.0,"5,119,682","3,239,685",58.0,,"41,000",-100.0,,"3,729",-100.0,,"14,058,000",-100.0,,"1,278,001",-100.0,,"6,570,000",-100.0,,"597,273",-100.0,,"7,344,500",-100.0,,"667,682",-100.0,,"7,623,000",-100.0,,"693,000",-100.0,"12,340,000",,0.0,"1,121,818",,0.0,,,,,,,"12,520,000",,0.0,"1,138,182",,0.0,"21,020,000",,0.0,"1,910,909",,0.0,"10,436,500",,0.0,"948,773",,0.0
R001/8241,청주점,I901,인더캡슐,"52,281,960",,0.0,"4,752,904",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,303,160",,0.0,"2,482,103",,0.0,"24,978,800",,0.0,"2,270,801",,0.0
R001/8241,청주점,T444,씨지브이(CGV),"1,038,372,254","670,017,650",55.0,"94,397,468","60,910,684",55.0,,"191,852,443",-100.0,,"17,441,131",-100.0,,"106,869,509",-100.0,,"9,715,405",-100.0,,"100,850,541",-100.0,,"9,168,234",-100.0,,"100,665,433",-100.0,,"9,151,400",-100.0,,"169,779,724",-100.0,,"15,434,514",-100.0,"175,841,127",,0.0,"15,985,553",,0.0,"236,657,120",,0.0,"21,514,277",,0.0,"256,396,548",,0.0,"23,308,775",,0.0,"141,846,298",,0.0,"12,895,121",,0.0,"227,631,161",,0.0,"20,693,742",,0.0
R001/8241,청주점,#,지정되지 않음,"104,075,088","124,329,664",-16.3,"90,545,155","110,531,186",-18.1,,"25,345,085",-100.0,,"22,447,348",-100.0,,"25,084,706",-100.0,,"22,088,943",-100.0,,"25,079,742",-100.0,,"22,133,267",-100.0,,"24,354,927",-100.0,,"21,846,339",-100.0,,"24,465,204",-100.0,,"22,015,289",-100.0,"21,586,756",,0.0,"18,468,061",,0.0,"21,454,052",,0.0,"18,197,223",,0.0,"20,876,804",,0.0,"18,371,286",,0.0,"20,671,284",,0.0,"18,393,212",,0.0,"19,486,192",,0.0,"17,115,373",,0.0
R001/8242,신구로점,결과,,"3,339,757,788","2,876,452,167",16.1,"426,911,899","387,673,595",10.1,,"559,308,842",-100.0,,"74,539,194",-100.0,,"728,045,055",-100.0,,"103,089,976",-100.0,,"566,886,696",-100.0,,"70,536,831",-100.0,,"466,438,360",-100.0,,"64,729,631",-100.0,,"555,773,214",-100.0,,"74,777,963",-100.0,"581,266,251",,0.0,"72,102,868",,0.0,"808,048,961",,0.0,"106,813,259",,0.0,"627,157,754",,0.0,"75,195,389",,0.0,"568,528,035",,0.0,"75,759,940",,0.0,"754,756,787",,0.0,"97,040,443",,0.0
R001/8242,신구로점,A445,꾸까,"108,506,933","96,726,180",12.2,"19,470,021","17,373,469",12.1,,"15,976,900",-100.0,,"2,868,913",-100.0,,"18,609,720",-100.0,,"3,342,766",-100.0,,"18,665,780",-100.0,,"3,350,155",-100.0,,"15,022,150",-100.0,,"2,697,596",-100.0,,"28,451,630",-100.0,,"5,114,039",-100.0,"22,884,820",,0.0,"4,110,185",,0.0,"15,591,500",,0.0,"2,794,444",,0.0,"23,863,292",,0.0,"4,282,803",,0.0,"13,504,997",,0.0,"2,421,121",,0.0,"32,662,324",,0.0,"5,861,468",,0.0
R001/8242,신구로점,B845,모던하우스공통(MODERN HOUSE,"603,889,052","512,528,601",17.8,"65,962,885","55,976,135",17.8,,"100,137,510",-100.0,,"10,932,901",-100.0,,"91,373,990",-100.0,,"9,980,660",-100.0,,"112,662,520",-100.0,,"12,304,758",-100.0,,"89,989,530",-100.0,,"9,828,181",-100.0,,"118,365,051",-100.0,,"12,929,635",-100.0,"111,365,520",,0.0,"12,159,707",,0.0,"116,478,320",,0.0,"12,717,005",,0.0,"119,732,062",,0.0,"13,088,949",,0.0,"108,596,190",,0.0,"11,863,343",,0.0,"147,716,960",,0.0,"16,133,881",,0.0
R001/8242,신구로점,C425,북스리브로,,"508,542,560",-100.0,,"19,608,834",-100.0,,"112,662,760",-100.0,,"4,341,149",-100.0,,"97,715,410",-100.0,,"3,758,882",-100.0,,"129,601,980",-100.0,,"5,015,486",-100.0,,"79,485,780",-100.0,,"3,071,616",-100.0,,"89,076,630",-100.0,,"3,421,701",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8242,신구로점,E901,블럭버스,,"29,149,650",-100.0,,"2,782,443",-100.0,,"6,340,780",-100.0,,"605,249",-100.0,,"5,799,940",-100.0,,"553,627",-100.0,,"6,158,550",-100.0,,"587,859",-100.0,,"4,629,130",-100.0,,"441,867",-100.0,,"6,221,250",-100.0,,"593,841",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8242,신구로점,H499,락앤락,"187,804,900","194,040,486",-3.2,"25,609,760","26,460,067",-3.2,,,,,,,,"194,081,886",-100.0,,"26,465,713",-100.0,,"-41,400",100.0,,"-5,646",100.0,,,,,,,,,,,,,,,,,,,"187,804,900",,0.0,"25,609,760",,0.0,,,,,,,,,,,,,,,,,,
R001/8242,신구로점,H545,수엔지,"41,852,700","46,328,400",-9.7,"9,511,979","10,529,181",-9.7,,,,,,,,"46,398,300",-100.0,,"10,545,068",-100.0,,"-69,900",100.0,,"-15,887",100.0,,,,,,,,,,,,,0,,0.0,0,,0.0,,,,,,,,,,,,,"42,410,000",,0.0,"9,638,638",,0.0,"-557,300",,0.0,"-126,659",,0.0
R001/8242,신구로점,H599,정관장,"161,925,620","122,851,715",31.8,"31,324,828","24,508,198",27.8,,"53,190,765",-100.0,,"9,827,296",-100.0,,"12,255,600",-100.0,,"2,758,370",-100.0,,"10,925,800",-100.0,,"2,308,490",-100.0,,"18,160,150",-100.0,,"3,800,947",-100.0,,"28,319,400",-100.0,,"5,813,095",-100.0,"26,094,270",,0.0,"5,042,529",,0.0,"72,756,470",,0.0,"13,510,672",,0.0,"14,300,700",,0.0,"3,252,466",,0.0,"18,754,170",,0.0,"3,666,681",,0.0,"30,020,010",,0.0,"5,852,480",,0.0
R001/8242,신구로점,H600,인생네컷,"18,418,500","20,966,000",-12.2,"2,637,194","3,001,950",-12.2,,"5,818,500",-100.0,,"833,104",-100.0,,"3,993,000",-100.0,,"571,725",-100.0,,"4,331,000",-100.0,,"620,120",-100.0,,"2,928,500",-100.0,,"419,308",-100.0,,"3,895,000",-100.0,,"557,693",-100.0,"4,373,500",,0.0,"626,205",,0.0,"3,734,000",,0.0,"534,641",,0.0,"4,088,500",,0.0,"585,399",,0.0,"2,468,000",,0.0,"353,373",,0.0,"3,754,500",,0.0,"537,576",,0.0
R001/8242,신구로점,H636,아르페지오,"26,397,400",,0.0,"5,999,410",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,463,400",,0.0,"3,514,410",,0.0,"10,934,000",,0.0,"2,485,000",,0.0,,,,,,,,,,,,
R001/8242,신구로점,H911,타카플레이,"40,369,300",,0.0,"5,504,901",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,455,600",,0.0,"1,016,673",,0.0,"7,703,700",,0.0,"1,050,507",,0.0,"8,086,000",,0.0,"1,102,633",,0.0,"6,375,200",,0.0,"869,345",,0.0,"10,748,800",,0.0,"1,465,743",,0.0
R001/8242,신구로점,I075,아트박스,"69,263,460",,0.0,"10,074,681",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,263,460",,0.0,"10,074,681",,0.0
R001/8242,신구로점,I251,다이소,"1,336,742,800","1,128,284,900",18.5,"78,989,290","66,671,318",18.5,,"221,960,500",-100.0,,"13,115,835",-100.0,,"212,480,400",-100.0,,"12,555,653",-100.0,,"241,506,700",-100.0,,"14,270,834",-100.0,,"214,859,700",-100.0,,"12,696,240",-100.0,,"237,477,600",-100.0,,"14,032,756",-100.0,"255,388,100",,0.0,"15,091,103",,0.0,"244,500,900",,0.0,"14,447,770",,0.0,"284,996,100",,0.0,"16,840,668",,0.0,"256,330,500",,0.0,"15,146,791",,0.0,"295,527,200",,0.0,"17,462,958",,0.0
